instance,treewidth,sharpsat,sharpsat_tw,ganak,ganak_tw,c2d,c2d_tw,minic2d,minic2d_tw,d4,dpmc_htb,dpmc_lg,sharpsat_cen
bmc/pmc-symbolic-markov/precision/leader_sync4_11.pm_5steps_7int_8fract_elected_under.cnf,39,TO,903.6400000000001,RTE,904.1800000000001,97.9,909.9200000000001,RTE,RTE,79.33,TO,RTE,14.950000000000001
bmc/pmc-symbolic-markov/precision/leader_sync4_11.pm_5steps_7int_9fract_elected_neg_over.cnf,39,TO,900.9300000000001,RTE,900.78,75.97999999999999,902.74,RTE,RTE,3.29,MO,RTE,11.91
bmc/pmc-symbolic-markov/precision/leader_sync4_11.pm_5steps_7int_9fract_elected_neg_under.cnf,38,TO,900.91,RTE,901.02,84.55,903.2099999999999,RTE,RTE,3.76,TO,RTE,14.989999999999998
bmc/pmc-symbolic-markov/precision/leader_sync4_11.pm_5steps_7int_9fract_elected_over.cnf,44,TO,904.42,RTE,904.76,91.08999999999999,909.1199999999999,RTE,RTE,15.24,MO,RTE,16.41
bmc/pmc-symbolic-markov/precision/leader_sync4_11.pm_5steps_7int_9fract_elected_under.cnf,42,TO,904.6899999999999,RTE,905.04,118.62,910.16,RTE,RTE,20.49,TO,RTE,23.16
circuit/2bitmax_6.cnf,54,0.5,900.11,2.96,900.26,9.77,917.62,22.3,922.78,1.5,TO,1295.47,1.5899999999999999
circuit/3bitadd_32.cnf,496,TO,TO,RTE,TO,TO,TO,TO,TO,TO,TO,RTE,TO
circuit/alu2_gr_rcs_w8.shuffled.cnf,1427,TO,TO,RTE,TO,TO,RTE,TO,TO,TO,TO,RTE,TO
circuit/bit/2bitadd_11.cnf,105,TO,TO,RTE,TO,TO,TO,TO,RTE,TO,TO,TO,TO
circuit/bit/2bitadd_12.cnf,114,TO,TO,RTE,TO,TO,TO,TO,TO,RTE,TO,RTE,TO
circuit/bit/2bitcomp_5.cnf,30,0.05,899.77,2.39,899.74,1.54,900.67,2.12,900.42,0.25,0.97,901.03,0.79
circuit/bit/2bitmax_6.cnf,54,0.5,900.1300000000001,2.9400000000000004,900.81,18.96,917.9799999999999,14.719999999999999,923.76,1.45,TO,1289.69,1.5799999999999998
circuit/bit/3bitadd_31.cnf,460,TO,TO,RTE,TO,RTE,TO,TO,TO,TO,TO,RTE,TO
circuit/bit/3bitadd_32.cnf,496,TO,TO,RTE,TO,TO,TO,TO,TO,TO,TO,RTE,TO
circuit/c880_gr_rcs_w7.shuffled.cnf,1134,TO,TO,RTE,TO,TO,TO,TO,TO,TO,TO,RTE,TO
circuit/iscas/iscas85/c1355.isc.cnf,24,TO,1158.4,RTE,1241.8100000000002,10.559999999999999,969.49,128.66,1849.32,487.67999999999995,9.51,899.8199999999999,4752.4
circuit/iscas/iscas85/c1908.isc.cnf,42,2118.18,1066.01,1835.64,1045.6000000000001,77.41,1387.34,7150.030000000001,RTE,1263.01,3.42,899.8,650.95
circuit/iscas/iscas85/c2670.isc.cnf,32,TO,2695.43,RTE,3129.73,MO,1230.75,2866.6800000000003,TO,3605.12,108.81,899.96,TO
circuit/iscas/iscas85/c432.isc.cnf,27,0.02,899.66,2.29,899.5500000000001,1.46,900.4399999999999,4.34,904.98,0.07,125.51,899.8000000000001,0.9
circuit/iscas/iscas85/c499.isc.cnf,21,TO,908.52,RTE,909.99,4.06,911.13,3.77,906.79,32.78,0.29,899.7,1087.56
circuit/iscas/iscas85/c7552.isc.cnf,40,TO,2126.9700000000003,RTE,2133.99,1187.48,TO,TO,TO,TO,TO,903.79,TO
circuit/iscas/iscas85/c880.isc.cnf,25,2472.52,922.44,RTE,925.62,30.939999999999998,929.3199999999999,141.53,1078.62,1127.64,TO,899.8000000000001,1484.85
circuit/iscas/iscas89/s1196.bench.cnf,52,0.33,896.7,2.75,896.6999999999999,3.7199999999999998,900.84,4.21,901.0400000000001,0.85,558.63,900.3,2.68
circuit/iscas/iscas89/s1238.bench.cnf,54,0.32,896.62,2.67,896.64,3.75,901.24,4.0,901.78,0.6,2957.5299999999997,900.07,2.38
circuit/iscas/iscas89/s1423.bench.cnf,22,3.9,900.14,9.41,900.15,6.37,903.5,28.3,906.3599999999999,11.03,25.73,899.92,3.71
circuit/iscas/iscas89/s1488.bench.cnf,46,0.04,899.52,2.37,899.53,3.95,900.03,5.27,901.43,0.12,343.18,899.98,2.83
circuit/iscas/iscas89/s1494.bench.cnf,47,0.04,899.74,2.35,899.58,3.5,900.01,4.62,901.7099999999999,0.13,159.10000000000002,899.8000000000001,2.93
circuit/iscas/iscas89/s400.bench.cnf,13,0.02,899.7,2.29,899.51,1.77,899.9399999999999,1.7,899.78,0.04,0.05,8.44,0.79
circuit/iscas/iscas89/s420.1.bench.cnf,12,0.02,899.63,2.29,899.6099999999999,2.5100000000000002,899.75,2.57,899.76,0.05,0.09,4.37,0.99
circuit/iscas/iscas89/s444.bench.cnf,13,0.03,881.9499999999999,2.31,882.02,1.97,899.91,2.0,899.79,0.1,0.07,8.46,0.85
circuit/iscas/iscas89/s510.bench.cnf,36,0.02,899.77,2.32,899.48,1.48,899.9300000000001,1.51,899.88,0.04,0.2,899.66,0.7799999999999999
circuit/iscas/iscas89/s526.bench.cnf,18,0.04,899.65,2.41,899.51,1.91,899.8499999999999,1.8,899.82,0.07,0.21000000000000002,262.32,0.97
circuit/iscas/iscas89/s526n.bench.cnf,18,0.05,899.72,2.34,899.49,1.78,899.85,1.9,899.9100000000001,0.14,0.21000000000000002,262.34000000000003,0.9500000000000001
circuit/iscas/iscas89/s641.bench.cnf,18,0.06999999999999999,899.68,2.4400000000000004,899.68,2.43,900.05,2.22,899.86,0.58,20.13,524.29,1.58
circuit/iscas/iscas89/s713.bench.cnf,17,0.09000000000000001,899.71,2.42,899.5500000000001,2.72,900.08,2.73,899.9899999999999,0.56,27.24,524.37,1.7000000000000002
circuit/iscas/iscas89/s820.bench.cnf,27,0.03,899.64,2.36,899.58,2.28,900.24,2.8,900.5400000000001,0.14,4.68,899.82,1.1300000000000001
circuit/iscas/iscas89/s832.bench.cnf,27,0.03,899.64,2.35,899.63,2.53,899.95,3.25,900.31,0.07,4.05,899.8299999999999,1.29
circuit/iscas/iscas89/s838.1.bench.cnf,13,0.03,899.67,2.3200000000000003,899.5899999999999,4.67,899.93,4.8,899.71,0.18000000000000002,0.32999999999999996,8.54,2.06
circuit/iscas/iscas89/s953.bench.cnf,63,0.08,899.7,2.35,899.7700000000001,2.8000000000000003,900.53,3.42,901.85,0.3,31.990000000000002,899.8,1.7400000000000002
circuit/iscas/iscas89-xor/V15/s1196a_15_7.cnf,55,0.39,897.65,2.74,897.47,3.7,901.62,4.51,903.84,0.86,1342.39,899.9899999999999,3.25
circuit/iscas/iscas89-xor/V15/s1238a_15_7.cnf,58,0.51,898.62,2.93,897.91,4.76,901.81,5.99,901.46,1.5899999999999999,TO,900.1600000000001,3.3800000000000003
circuit/iscas/iscas89-xor/V15/s13207a_15_7.cnf,68,59.11,967.48,78.82000000000001,980.02,MO,1673.1499999999999,TO,TO,264.56,TO,1101.74,800.33
circuit/iscas/iscas89-xor/V15/s1423a_15_7.cnf,25,7.859999999999999,904.87,12.53,905.52,7.89,906.8299999999999,97.33,937.04,20.43,TO,899.97,6.56
circuit/iscas/iscas89-xor/V15/s1488_15_7.cnf,48,0.05,899.77,2.27,899.7900000000001,4.41,899.99,6.130000000000001,901.35,0.15,3120.08,899.99,3.91
circuit/iscas/iscas89-xor/V15/s15850a_15_7.cnf,82,TO,TO,RTE,TO,RTE,TO,TO,TO,TO,TO,RTE,TO
circuit/iscas/iscas89-xor/V15/s27_15_7.cnf,4,0.01,899.1800000000001,2.28,899.02,0.43000000000000005,899.24,0.49,898.8800000000001,0.03,0.03,0.26,0.64
circuit/iscas/iscas89-xor/V15/s298_15_7.cnf,13,0.09,899.77,2.42,899.71,2.21,900.3100000000001,2.31,899.98,0.11,0.12,8.469999999999999,0.9299999999999999
circuit/iscas/iscas89-xor/V15/s344_15_7.cnf,10,0.04,899.63,2.36,899.66,2.1799999999999997,900.22,2.2399999999999998,899.5,0.08,0.66,1.3599999999999999,1.05
circuit/iscas/iscas89-xor/V15/s349_15_7.cnf,11,0.04,899.64,2.31,899.62,2.02,899.6899999999999,2.0700000000000003,900.18,0.12,0.44,4.380000000000001,1.09
circuit/iscas/iscas89-xor/V15/s35932_15_7.cnf,59,1.29,901.0899999999999,3.87,901.16,RTE,TO,TO,TO,3.8800000000000003,MO,938.45,84.10000000000001
circuit/iscas/iscas89-xor/V15/s382_15_7.cnf,14,0.04,899.6800000000001,2.29,899.5600000000001,2.3600000000000003,899.9100000000001,2.04,899.79,0.13,0.17,16.66,1.23
circuit/iscas/iscas89-xor/V15/s38417_15_7.cnf,41,TO,TO,RTE,TO,TO,TO,TO,TO,TO,TO,992.51,TO
circuit/iscas/iscas89-xor/V15/s38584_15_7.cnf,100,TO,TO,RTE,TO,MO,TO,TO,TO,TO,TO,RTE,TO
circuit/iscas/iscas89-xor/V15/s420_15_7.cnf,13,0.03,894.44,2.33,894.2900000000001,2.85,899.88,3.0500000000000003,899.75,0.13,0.18000000000000002,8.53,1.3599999999999999
circuit/iscas/iscas89-xor/V15/s444_15_7.cnf,12,0.03,889.53,2.3,889.56,2.52,899.87,2.62,899.96,0.08,0.27,16.72,1.1800000000000002
circuit/iscas/iscas89-xor/V15/s510_15_7.cnf,35,0.03,899.5699999999999,2.31,899.7,1.75,899.77,1.6199999999999999,899.9100000000001,0.04,0.27,899.77,1.15
circuit/iscas/iscas89-xor/V15/s526_15_7.cnf,22,0.32,900.19,2.7,899.84,2.47,900.34,3.42,900.09,0.56,8.91,899.0600000000001,1.9700000000000002
circuit/iscas/iscas89-xor/V15/s526a_15_7.cnf,20,0.30000000000000004,899.81,2.51,899.6700000000001,2.46,900.03,3.01,900.1800000000001,0.65,2.2800000000000002,899.83,1.9100000000000001
circuit/iscas/iscas89-xor/V15/s5378a_15_7.cnf,51,TO,TO,RTE,TO,MO,MO,TO,TO,TO,TO,903.57,TO
circuit/iscas/iscas89-xor/V15/s641_15_7.cnf,21,0.30000000000000004,899.91,2.6100000000000003,899.91,2.87,900.84,3.41,903.23,3.16,18.41,899.73,2.46
circuit/iscas/iscas89-xor/V15/s713_15_7.cnf,19,0.44,900.0600000000001,2.8,900.0,3.3200000000000003,900.59,3.41,900.08,2.6799999999999997,35.67,899.88,3.98
circuit/iscas/iscas89-xor/V15/s820a_15_7.cnf,23,0.03,899.6899999999999,2.38,899.5799999999999,3.73,899.87,4.36,900.0799999999999,0.05,103.55,899.86,2.38
circuit/iscas/iscas89-xor/V15/s832a_15_7.cnf,27,0.04,899.71,2.34,899.5300000000001,4.0,899.9699999999999,4.28,900.6999999999999,0.09000000000000001,42.15,899.83,2.72
circuit/iscas/iscas89-xor/V15/s838_15_7.cnf,14,0.06999999999999999,896.9399999999999,2.3800000000000003,896.84,5.74,899.97,5.96,899.72,0.26,0.6599999999999999,16.81,2.45
circuit/iscas/iscas89-xor/V15/s9234a_15_7.cnf,75,TO,TO,RTE,TO,TO,TO,TO,TO,TO,TO,MO,TO
circuit/iscas/iscas89-xor/V15/s953a_15_7.cnf,65,0.08,899.79,2.43,899.69,3.2,901.1999999999999,4.699999999999999,901.9499999999999,0.32,1447.75,902.21,2.35
circuit/iscas/iscas89-xor/V3/s1196a_3_2.cnf,50,0.24,897.2,2.48,897.09,3.7,900.6700000000001,4.5600000000000005,901.14,0.6900000000000001,203.23999999999998,899.8299999999999,3.03
circuit/iscas/iscas89-xor/V3/s1238a_3_2.cnf,54,0.31,897.13,2.6300000000000003,897.4,4.42,901.36,4.97,901.47,1.28,458.81,900.0300000000001,2.96
circuit/iscas/iscas89-xor/V3/s13207a_3_2.cnf,68,41.97,1415.54,180.22,1491.43,TO,RTE,TO,TO,1923.5500000000002,TO,1382.31,270.71999999999997
circuit/iscas/iscas89-xor/V3/s1423a_3_2.cnf,22,3.5100000000000002,900.0,5.83,899.86,7.930000000000001,903.67,38.58,904.68,6.52,TO,900.25,4.33
circuit/iscas/iscas89-xor/V3/s1488_3_2.cnf,46,0.05,899.6800000000001,2.3400000000000003,900.0500000000001,4.8500000000000005,899.95,5.010000000000001,900.99,0.09000000000000001,784.7,899.87,3.31
circuit/iscas/iscas89-xor/V3/s15850a_3_2.cnf,82,TO,TO,RTE,TO,RTE,TO,TO,TO,TO,TO,RTE,TO
circuit/iscas/iscas89-xor/V3/s27_3_2.cnf,4,0.01,899.08,2.28,899.05,0.32,899.27,0.39,899.0300000000001,0.03,0.03,0.26,0.38
circuit/iscas/iscas89-xor/V3/s298_3_2.cnf,11,0.02,899.58,2.26,899.45,2.04,899.7900000000001,2.14,899.5799999999999,0.03,0.09,2.33,0.91
circuit/iscas/iscas89-xor/V3/s344_3_2.cnf,8,0.03,899.5799999999999,2.27,899.4200000000001,2.06,899.5699999999999,2.29,899.78,0.11000000000000001,0.28,0.51,0.88
circuit/iscas/iscas89-xor/V3/s349_3_2.cnf,8,0.02,899.6099999999999,2.32,899.5699999999999,2.05,899.7399999999999,2.25,899.7199999999999,0.07,0.06,0.78,0.83
circuit/iscas/iscas89-xor/V3/s35932_3_2.cnf,58,1.21,901.0400000000001,3.64,901.1999999999999,RTE,RTE,TO,TO,3.54,MO,938.86,82.46
circuit/iscas/iscas89-xor/V3/s382_3_2.cnf,11,0.02,899.6700000000001,2.29,899.63,2.0,899.77,1.92,899.79,0.04,0.11000000000000001,8.48,0.9500000000000001
circuit/iscas/iscas89-xor/V3/s38417_3_2.cnf,42,TO,TO,RTE,TO,TO,TO,TO,TO,TO,TO,1046.2,TO
circuit/iscas/iscas89-xor/V3/s38584_3_2.cnf,89,TO,TO,RTE,TO,MO,MO,TO,TO,TO,TO,RTE,TO
circuit/iscas/iscas89-xor/V3/s420_3_2.cnf,12,0.02,893.18,2.27,893.1400000000001,2.6799999999999997,899.74,2.82,899.7299999999999,0.05,0.11000000000000001,8.49,1.1099999999999999
circuit/iscas/iscas89-xor/V3/s444_3_2.cnf,12,0.02,886.51,2.28,886.58,2.42,899.87,2.23,899.65,0.05,0.3,8.47,0.97
circuit/iscas/iscas89-xor/V3/s510_3_2.cnf,32,0.03,899.6800000000001,2.29,899.67,1.52,900.4000000000001,1.5799999999999998,899.5699999999999,0.04,0.24,899.65,0.79
circuit/iscas/iscas89-xor/V3/s526_3_2.cnf,17,0.06,899.63,2.34,899.59,2.65,899.85,2.51,899.76,0.14,1.83,262.33,1.45
circuit/iscas/iscas89-xor/V3/s526a_3_2.cnf,18,0.06999999999999999,899.62,2.37,899.52,2.3400000000000003,899.61,2.4200000000000004,900.01,0.12,1.09,262.32,1.42
circuit/iscas/iscas89-xor/V3/s5378a_3_2.cnf,49,TO,TO,RTE,TO,MO,MO,TO,TO,TO,TO,902.85,TO
circuit/iscas/iscas89-xor/V3/s641_3_2.cnf,15,0.06999999999999999,899.7,2.46,899.49,2.6900000000000004,899.9899999999999,2.92,899.8399999999999,0.76,65.13,524.36,2.04
circuit/iscas/iscas89-xor/V3/s713_3_2.cnf,17,0.12,899.62,2.4,899.72,2.6300000000000003,900.0600000000001,2.9400000000000004,900.48,0.69,38.440000000000005,524.34,1.9700000000000002
circuit/iscas/iscas89-xor/V3/s820a_3_2.cnf,14,0.03,899.63,2.2800000000000002,899.64,3.33,899.58,3.5199999999999996,899.75,0.04,6.45,899.83,1.37
circuit/iscas/iscas89-xor/V3/s832a_3_2.cnf,12,0.03,899.71,2.26,899.49,3.7199999999999998,899.68,3.97,899.63,0.05,39.449999999999996,899.8299999999999,1.41
circuit/iscas/iscas89-xor/V3/s838_3_2.cnf,12,0.04,896.7099999999999,2.87,896.5,5.890000000000001,899.9100000000001,5.99,899.78,0.11000000000000001,4.17,16.740000000000002,2.49
circuit/iscas/iscas89-xor/V3/s9234a_3_2.cnf,76,TO,TO,RTE,TO,TO,TO,TO,TO,TO,TO,917.48,TO
circuit/iscas/iscas89-xor/V3/s953a_3_2.cnf,64,0.08,899.69,2.86,899.62,2.8200000000000003,900.29,3.2699999999999996,900.8399999999999,0.25,51.1,899.9,2.13
circuit/iscas/iscas89-xor/V7/s1196a_7_4.cnf,52,0.27,897.27,2.6,897.23,2.99,900.77,4.63,900.87,0.77,352.15,899.93,2.96
circuit/iscas/iscas89-xor/V7/s1238a_7_4.cnf,55,0.31,897.54,2.7199999999999998,897.22,3.8899999999999997,901.25,5.2700000000000005,901.1899999999999,1.08,199.23999999999998,900.1,3.0900000000000003
circuit/iscas/iscas89-xor/V7/s13207a_7_4.cnf,67,36.63,TO,55.58,TO,TO,RTE,TO,TO,321.98,TO,1595.8500000000001,212.71
circuit/iscas/iscas89-xor/V7/s1423a_7_4.cnf,23,3.04,900.04,7.380000000000001,899.88,6.28,901.47,23.96,903.4699999999999,6.47,TO,899.85,4.87
circuit/iscas/iscas89-xor/V7/s1488_7_4.cnf,49,0.11,899.76,2.35,899.65,4.19,900.04,5.55,902.31,0.14,TO,900.01,3.5700000000000003
circuit/iscas/iscas89-xor/V7/s15850a_7_4.cnf,82,TO,TO,RTE,TO,TO,TO,TO,TO,TO,TO,RTE,TO
circuit/iscas/iscas89-xor/V7/s27_7_4.cnf,4,0.01,899.1600000000001,TO,898.86,0.36,899.41,0.41000000000000003,900.0,0.02,0.03,0.28,0.61
circuit/iscas/iscas89-xor/V7/s298_7_4.cnf,12,0.03,899.63,2.35,899.51,2.1,899.84,2.0,899.65,0.04,0.12,4.37,0.9400000000000001
circuit/iscas/iscas89-xor/V7/s344_7_4.cnf,9,0.04,899.6,2.3200000000000003,899.28,2.14,899.81,2.15,899.84,0.07,0.07,0.79,1.38
circuit/iscas/iscas89-xor/V7/s349_7_4.cnf,10,0.02,899.64,2.35,899.53,4.96,899.85,2.13,899.73,0.05,0.06,1.2899999999999998,0.8999999999999999
circuit/iscas/iscas89-xor/V7/s35932_7_4.cnf,58,1.31,900.93,3.7600000000000002,901.1999999999999,TO,RTE,TO,TO,3.65,MO,938.42,83.5
circuit/iscas/iscas89-xor/V7/s382_7_4.cnf,11,0.02,899.75,2.3000000000000003,899.6800000000001,1.94,900.0,2.18,899.76,0.04,0.12,8.469999999999999,0.9600000000000001
circuit/iscas/iscas89-xor/V7/s38417_7_4.cnf,41,TO,TO,RTE,TO,MO,TO,TO,TO,TO,TO,988.73,TO
circuit/iscas/iscas89-xor/V7/s38584_7_4.cnf,93,TO,TO,RTE,TO,TO,TO,TO,TO,TO,TO,RTE,TO
circuit/iscas/iscas89-xor/V7/s420_7_4.cnf,13,0.03,893.5200000000001,2.33,893.35,2.5,899.7,2.79,899.81,0.06,0.16999999999999998,16.66,1.15
circuit/iscas/iscas89-xor/V7/s444_7_4.cnf,13,0.03,887.75,2.31,887.6700000000001,2.47,899.9799999999999,2.2,899.67,0.12,0.51,8.49,0.8500000000000001
circuit/iscas/iscas89-xor/V7/s510_7_4.cnf,35,0.03,899.65,2.33,899.6899999999999,1.99,899.93,1.82,899.9399999999999,0.04,0.23,899.73,1.1199999999999999
circuit/iscas/iscas89-xor/V7/s526_7_4.cnf,19,0.16,899.6999999999999,2.45,899.5100000000001,2.25,899.91,2.18,899.83,0.25,8.14,899.82,1.6199999999999999
circuit/iscas/iscas89-xor/V7/s526a_7_4.cnf,19,0.13,899.64,2.47,899.64,2.37,899.81,2.19,899.81,0.22,14.27,524.39,1.5499999999999998
circuit/iscas/iscas89-xor/V7/s5378a_7_4.cnf,50,TO,TO,RTE,TO,RTE,MO,TO,TO,TO,TO,972.34,TO
circuit/iscas/iscas89-xor/V7/s641_7_4.cnf,18,0.22,899.82,2.64,899.7299999999999,3.16,900.4100000000001,3.0300000000000002,900.64,1.07,32.1,899.82,1.8800000000000001
circuit/iscas/iscas89-xor/V7/s713_7_4.cnf,18,0.17,899.86,2.48,899.86,3.0,900.24,3.29,900.37,0.88,24.580000000000002,899.8100000000001,2.15
circuit/iscas/iscas89-xor/V7/s820a_7_4.cnf,22,0.03,899.68,2.31,899.64,2.84,899.8299999999999,4.8100000000000005,899.9,0.05,11.299999999999999,899.74,1.99
circuit/iscas/iscas89-xor/V7/s832a_7_4.cnf,22,0.04,899.72,2.3200000000000003,899.6600000000001,3.55,899.7099999999999,4.1000000000000005,899.99,0.05,5.36,899.8900000000001,2.04
circuit/iscas/iscas89-xor/V7/s838_7_4.cnf,14,0.03,896.63,2.32,896.62,5.82,899.87,6.0200000000000005,899.9300000000001,0.11,0.94,16.75,2.39
circuit/iscas/iscas89-xor/V7/s9234a_7_4.cnf,76,TO,TO,RTE,TO,TO,TO,TO,TO,TO,TO,963.09,TO
circuit/iscas/iscas89-xor/V7/s953a_7_4.cnf,64,0.06999999999999999,899.77,2.41,899.63,2.73,900.93,4.18,901.2099999999999,0.16999999999999998,1158.99,899.9000000000001,2.08
circuit/iscas/iscas93/s1196.bench.cnf,52,0.32,896.62,2.68,896.54,2.84,900.95,4.63,901.03,0.75,354.23,900.0699999999999,2.5700000000000003
circuit/iscas/iscas93/s1269.bench.cnf,36,361.96,916.7900000000001,343.89,919.38,44.86,932.6300000000001,212.69,1100.7,150.95999999999998,MO,899.9300000000001,1162.65
circuit/iscas/iscas93/s1512.bench.cnf,19,0.26,899.6899999999999,2.7,899.63,5.55,900.1600000000001,6.61,900.09,2.16,3496.74,524.58,3.64
circuit/iscas/iscas93/s3271.bench.cnf,35,0.54,918.4200000000001,2.75,921.6,760.02,TO,TO,TO,4.24,1166.22,900.25,7.61
circuit/iscas/iscas93/s3330.bench.cnf,40,TO,901.41,TO,901.02,17.78,907.2,93.23,1853.3400000000001,31.75,TO,900.48,9.43
circuit/iscas/iscas93/s3384.bench.cnf,15,1.59,885.55,2.95,885.6099999999999,15.7,900.64,14.98,900.48,1.15,470.58,524.9399999999999,180.4
circuit/iscas/iscas93/s344.bench.cnf,8,0.02,899.62,2.28,899.47,2.1,899.5600000000001,2.0,899.72,0.06,0.07,0.8,0.8
circuit/iscas/iscas93/s4863.bench.cnf,31,233.11,1646.5,246.88,1656.78,284.11,1189.36,438.19,1294.48,915.8100000000001,TO,902.52,235.63
circuit/iscas/iscas93/s499.bench.cnf,17,0.02,899.6,2.27,899.67,1.78,899.9300000000001,1.66,899.7,0.04,0.13,524.38,0.81
circuit/iscas/iscas93/s635.bench.cnf,6,0.03,899.65,2.3200000000000003,899.62,3.3600000000000003,899.58,3.42,900.1899999999999,0.05,0.09,0.44,1.09
circuit/iscas/iscas93/s6669.bench.cnf,27,4663.5199999999995,1734.84,RTE,1883.98,273.98,RTE,169.15,RTE,TO,TO,901.6700000000001,TO
circuit/iscas/iscas93/s938.bench.cnf,13,0.02,899.6800000000001,2.69,899.93,5.14,899.79,5.029999999999999,899.61,0.09,0.26,8.55,2.0100000000000002
circuit/iscas/iscas93/s967.bench.cnf,58,0.09999999999999999,899.69,2.37,899.76,2.74,900.75,4.1899999999999995,902.56,0.36,66.80000000000001,899.85,1.7200000000000002
circuit/iscas/iscas93/s991.bench.cnf,7,0.03,899.66,2.2600000000000002,899.63,5.54,899.76,5.6,899.7099999999999,0.14,0.39,0.48,83.22
circuit/iscas/iscas99/b01.bench.cnf,10,0.02,899.4300000000001,2.3000000000000003,899.3,0.6,899.62,0.66,899.21,0.03,0.03,2.31,0.61
circuit/iscas/iscas99/b02.bench.cnf,7,0.02,899.58,2.31,899.4599999999999,0.46,899.53,0.46,900.13,0.03,0.03,0.38,0.5900000000000001
circuit/iscas/iscas99/b03.bench.cnf,12,0.02,899.65,2.3,899.6500000000001,1.52,899.73,1.44,899.61,0.02,0.05,4.38,0.51
circuit/iscas/iscas99/b04.bench.cnf,41,454.21,1479.39,457.03,1463.48,35.22,1659.3,6094.82,TO,745.59,MO,938.12,449.78
circuit/iscas/iscas99/b05.bench.cnf,28,18.26,901.44,24.810000000000002,901.8000000000001,9.41,901.75,15.51,902.74,24.060000000000002,TO,900.52,29.07
circuit/iscas/iscas99/b06.bench.cnf,11,0.02,899.57,2.31,899.28,0.61,899.51,0.77,899.68,0.02,0.03,2.31,0.49
circuit/iscas/iscas99/b07.bench.cnf,27,0.08,899.73,2.35,899.6,2.91,899.82,2.88,899.84,0.30000000000000004,83.39,899.8100000000001,1.52
circuit/iscas/iscas99/b08.bench.cnf,19,0.02,899.66,2.27,899.61,1.25,899.8499999999999,1.42,899.53,0.03,0.31,899.6,0.8200000000000001
circuit/iscas/iscas99/b09.bench.cnf,15,0.03,899.6800000000001,2.33,899.4699999999999,1.5,899.7099999999999,1.8,899.81,0.79,0.48,16.77,0.8300000000000001
circuit/iscas/iscas99/b10.bench.cnf,25,0.03,899.5899999999999,2.29,899.6800000000001,1.5999999999999999,899.7800000000001,1.76,899.67,0.04,0.35,899.74,0.9
circuit/iscas/iscas99/b11.bench.cnf,40,7.159999999999999,917.24,13.549999999999999,919.37,65.23,983.93,43.769999999999996,TO,619.8100000000001,TO,899.9599999999999,8.25
circuit/iscas/iscas99/b12.bench.cnf,52,5.4399999999999995,899.96,8.100000000000001,900.13,13.63,901.83,23.27,902.44,1.97,TO,900.07,7.57
circuit/iscas/iscas99/b13.bench.cnf,12,0.03,899.6999999999999,2.36,899.4200000000001,2.93,899.86,3.19,899.6500000000001,0.19,0.11,4.37,1.4
circuit/rInst/ra.cnf,34,0.42000000000000004,900.76,2.95,900.48,30.009999999999998,921.13,32.51,944.4200000000001,1.31,683.05,901.5,8.18
circuit/rInst/rb.cnf,51,1.47,901.0,4.01,901.36,237.14,1323.62,52.31,965.89,3.3000000000000003,MO,921.6600000000001,9.01
circuit/rInst/rc.cnf,68,19.66,919.27,26.91,921.5899999999999,TO,TO,2977.02,RTE,66.89,TO,TO,37.56
circuit/ssa/ssa7552-038.cnf,22,0.07,899.6800000000001,2.38,899.63,8.1,900.01,9.41,900.2,0.16,MO,900.5500000000001,5.34
circuit/ssa/ssa7552-158.cnf,9,0.04,896.52,2.3,896.38,7.34,900.4,8.23,899.91,0.08,288.54999999999995,8.76,4.1000000000000005
circuit/ssa/ssa7552-159.cnf,11,0.06,896.66,2.37,896.48,6.800000000000001,900.5,7.74,900.01,0.13,MO,8.84,4.32
circuit/ssa/ssa7552-160.cnf,11,0.04,899.67,2.2800000000000002,899.64,7.02,899.76,8.18,900.47,0.11,TO,66.2,4.840000000000001
Configuration/mercedes/C129_FR.cnf,60,80.66000000000001,925.5,120.18,928.52,38.300000000000004,1175.49,TO,TO,54.81,TO,2312.19,14.42
Configuration/mercedes/C140_FC.cnf,54,4.659999999999999,908.57,8.85,907.83,25.020000000000003,976.64,194.0,1686.12,12.26,TO,933.16,4.32
Configuration/mercedes/C140_FV.cnf,99,17.880000000000003,903.88,25.29,903.98,3303.2400000000002,1052.84,TO,TO,192.79000000000002,TO,RTE,8.32
Configuration/mercedes/C140_FW.cnf,55,31.97,915.2,40.82,906.21,65.01,975.0400000000001,1121.68,967.0200000000001,53.300000000000004,TO,RTE,9.44
Configuration/mercedes/C163_FW.cnf,63,1.16,890.76,3.64,891.08,23.69,907.48,38.7,917.2,3.87,TO,RTE,4.3500000000000005
Configuration/mercedes/C168_FW.cnf,111,231.33999999999997,954.18,280.39000000000004,969.64,1223.38,4436.469999999999,TO,TO,258.32,TO,RTE,147.54000000000002
Configuration/mercedes/C169_FV.cnf,5,0.02,863.3,2.33,863.3,3.43,899.7,3.2300000000000004,900.37,0.03,0.42,900.14,0.64
Configuration/mercedes/C169_FW.cnf,5,0.02,863.3699999999999,2.5100000000000002,863.46,3.64,899.6,3.8200000000000003,899.1800000000001,0.03,0.41000000000000003,900.0300000000001,0.64
Configuration/mercedes/C170_FR.cnf,116,23.38,913.74,33.11,915.93,2574.5200000000004,1758.05,TO,TO,42.410000000000004,TO,RTE,18.56
